"Date Range: Jan 1, 2026 - Aug 4, 2026"
"As of: 2026-08-04"
"Locations: All locations"
"Part #",Description,Category,Vendor,Location,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
PET-48,"SS HOSE CLAMP (2-9/16"" - 3-9/16""), 1/2"" WIDE","HD-Hose & Fittings","Aiboro Rentals","Staging Heavy Duty - 9919",7.00,$2.80,$5.60,$19.60,$39.20,$19.60,50.0%
8101-PK,"1 GAUGE WIRE","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",3.00,$6.53,$12.80,$19.59,$38.40,$18.81,49.0%
83-2511,"Heat Shrinkable Ring Terminal, 12-10 Gauge, 1/4"" Stud","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",19.00,$1.03,$2.19,$19.57,$41.61,$22.04,53.0%
1469-10C,"5/8"" BRASS TUBE X 3/8"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.89,$9.78,$19.56,$39.12,$19.56,50.0%
209.2330,"SPINDLE NUT (E-2128, R002128, 1227S877, A1227S877)","HD-Steering & Suspension","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.77,$21.24,$19.54,$42.48,$22.94,54.0%
209.2330,"SPINDLE NUT (E-2128, R002128, 1227S877, A1227S877)","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",2.00,$9.77,$21.24,$19.54,$42.48,$22.94,54.0%
8LWS-056,"9/16"" LOCK WASHER",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",217.00,$0.09,$0.26,$19.53,$56.42,$36.89,65.4%
93982EA,"MOUNTING BRACKET 7"" ROUND LIGHT","HD-Lighting & Electrical","Aiboro Rentals","Staging Lethbridge - 4310",1.00,$19.52,$36.83,$19.52,$36.83,$17.31,47.0%
2--178.55502,"RELAY IHC (3505300C1, 4C4O14B192DA)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.75,$19.12,$19.50,$38.24,$18.74,49.0%
2--869-2A,"1/8"" COMP X 1/8"" MALE NPT 90 AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$1.95,$4.15,$19.50,$41.50,$22.00,53.0%
3--178.55502,"RELAY IHC (3505300C1, 4C4O14B192DA)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.75,$19.12,$19.50,$38.24,$18.74,49.0%
4884111,"5 MINUTE EPOXY",HD-Fluids,"Cuview Management","Staging Heavy Duty - 9919",2.00,$9.75,$15.98,$19.50,$31.96,$12.46,39.0%
8105-PK,"6GA BLACK BATTERY CABLE (9681100)","HD-Lighting & Electrical","Cuview Management","Staging Heavy Duty - 9919",10.00,$1.95,$4.15,$19.50,$41.50,$22.00,53.0%
MER1250E473,"PLUG, MAGNETIC DIFFERENTIAL","AUTO-Drive Train (Final Drive, Transaxle, Differential & Transfer Case)","Eegate Partners","Staging Lethbridge - 4310",5.00,$3.90,$15.60,$19.50,$78.00,$58.50,75.0%
170.AC90101GK,"AIR COMPRESSOR MOUNTING KIT","HD-Engine Comp","Iview Commercial","Staging Lethbridge - 4310",1.00,$19.48,$33.59,$19.48,$33.59,$14.11,42.0%
571.BU97,"BACK-UP ALARM 97DB (192109, 699297, 73040)","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",1.00,$19.48,$36.75,$19.48,$36.75,$17.27,47.0%
PIC911-11,"MINI BLADE RELAY","HD-Lighting & Electrical","Baplains Solutions","Staging Heavy Duty - 9919",4.00,$4.87,$9.74,$19.48,$38.96,$19.48,50.0%
175-012,"3/4"" HEAVY DUTY WASHER",HD-Fasteners,"Wuboro Farms","Staging Heavy Duty - 9919",33.00,$0.59,$1.48,$19.47,$48.84,$29.37,60.1%
3102802,"Compressor Outlet O-Ring","HD-Engine Comp","Keman Electrical","Staging Heavy Duty - 9919",2.00,$9.72,$18.00,$19.44,$36.00,$16.56,46.0%
573.1003,"PLACARD HOLDER","HD-Body Exterior",—,"Staging Lethbridge - 4310",2.00,$9.71,$38.84,$19.42,$77.68,$58.26,75.0%
CFR19012,FILTER,HD-Filters,"Bolake Consulting","Staging Lethbridge - 4310",1.00,$19.42,$34.68,$19.42,$34.68,$15.26,44.0%
562.192436,"MUD FLAP 1/4IN THICK 24X36","HD-Body Exterior","Iview Commercial","Staging Lethbridge - 4310",1.00,$19.41,$36.62,$19.41,$36.62,$17.21,47.0%
2--869-2.5A,"5/32"" COMP X 1/8"" MNPT 90 AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$1.94,$4.13,$19.40,$41.30,$21.90,53.0%
AF25558,"AIR FILTER , INNER",HD-Filters,—,"Staging Lethbridge - 4310",1.00,$19.39,$34.62,$19.39,$34.62,$15.23,44.0%
4--PC1464R-64," 3/8"" X 1/4"" BRASS DOT UNION REDUCING TEE","HD-Hose & Fittings",—,"Staging Heavy Duty - 9919",2.00,$9.69,$19.00,$19.38,$38.00,$18.62,49.0%
571.PT114,"Turtleback® II Double-Seal Light Pigtail, Bullet Conn.","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",17.00,$1.14,$2.43,$19.38,$41.31,$21.93,53.1%
84-2518,"12-10GA. SPADE TERM","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",17.00,$1.14,$2.43,$19.38,$41.31,$21.93,53.1%
SH550067157,"15W40, Shell Rotella T5, /L",HD-Fluids,"Xistone Consulting","Staging Heavy Duty - 9919",2.00,$9.69,$15.88,$19.38,$31.76,$12.38,39.0%
D40-APUBR-8,"U-Bolt Kit","HD-Trailer Comp","Wuboro Farms","Staging Heavy Duty - 9919",1.00,$19.37,$36.55,$19.37,$36.55,$17.18,47.0%
179.1034,"SOCKET DUAL POLE HORIZONTAL ","HD-Trailer Comp","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.68,$21.04,$19.36,$42.08,$22.72,54.0%
179.1034,"SOCKET DUAL POLE HORIZONTAL ","HD-Trailer Comp",—,"Staging Lethbridge - 4310",2.00,$9.68,$21.04,$19.36,$42.08,$22.72,54.0%
2--1468-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",8.00,$2.42,$5.15,$19.36,$41.20,$21.84,53.0%
3--1481-4,"0.170"" ID NYLON DOT TUBE BRASS INSERT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",5.00,$3.87,$7.74,$19.35,$38.70,$19.35,50.0%
N6502-04-04,"#04 MALE JIC X #04 FEMALE JIC SWIVEL 45","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",15.00,$1.29,$2.74,$19.35,$41.10,$21.75,52.9%
209.1312,"SPINDLE NUT (E-7666, R007666, 1227B1484)","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",2.00,$9.66,$21.00,$19.32,$42.00,$22.68,54.0%
4--105178,"4/0 COPPER LUG, 3/8"" HOLE ","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",6.00,$3.22,$6.44,$19.32,$38.64,$19.32,50.0%
N60012-016,"0.614"" ID X 0.07"" 90D BUNA REP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",161.00,$0.12,$0.34,$19.32,$54.74,$35.42,64.7%
2--1481-6,"0.250"" ID NYLON DOT TUBE BRASS INSERT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$1.93,$4.11,$19.30,$41.10,$21.80,53.0%
4--1481-6,"0.250"" ID NYLON DOT TUBE BRASS INSERT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$1.93,$4.83,$19.30,$48.30,$29.00,60.0%
4--84-4624PK,"16-14GA x 20-18GA STEP DOWN BUTT CONNECTOR","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",10.00,$1.93,$4.11,$19.30,$41.10,$21.80,53.0%
4--PC1466-8C," 1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" FEMALE NPT","HD-Hose & Fittings",—,"Staging Heavy Duty - 9919",2.00,$9.65,$18.92,$19.30,$37.84,$18.54,49.0%
HAB-6-20FS,"3/8"" X 20"" AIRBRAKE w/3/8"" FEMALE SAE FLARE SWIVEL","HD-Air Brakes & Air Suspension","Humoor Energy","Staging Heavy Duty - 9919",2.00,$9.65,$20.98,$19.30,$41.96,$22.66,54.0%
FF254,"Fuel Filter, Mack/Volvo",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,$19.29,$34.45,$19.29,$34.45,$15.16,44.0%
N6400-16-20,"#16 MALE JIC X #20 MALE ORB ST","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",4.00,$4.82,$9.64,$19.28,$38.56,$19.28,50.0%
610301,"MIRROR WC STAINLESS PLAIN","HD-Truck Accessories",—,"Staging Heavy Duty - 9919",1.00,$19.26,$36.34,$19.26,$36.34,$17.08,47.0%
N65031-04-04,"#04 R5  FIELD ATTACHABLE X #04 FEMALE JIC SWIVEL","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.81,$9.62,$19.24,$38.48,$19.24,50.0%
182.687,"WHEEL BEARING CONE (USE WITH 182.672)","HD-Wheel Comp","Iview Commercial","Staging Lethbridge - 4310",1.00,$19.23,$36.28,$19.23,$36.28,$17.05,47.0%
289714-G,"QUICK RELEASE/CHECK VALVE (1C)","HD-Air Brakes & Air Suspension","Toshore Electrical","Staging Lethbridge - 4310",1.00,$19.23,$36.28,$19.23,$36.28,$17.05,47.0%
1469-6B,"3/8"" BRASS TUBE X 1/4"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",8.00,$2.40,$5.11,$19.20,$40.88,$21.68,53.0%
177.4021,"EXTERNAL SEAT DRAIN VALVE 1/4 NPT","HD-Hose & Fittings","Iview Commercial","Staging Lethbridge - 4310",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
2--1469-4B,"1/4"" BRASS TUBE X 1/4"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
2--N244-050-038BR,"120-DC 1/2"" FEMALE NPT X 3/8"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
2348937,SEAL-INTEGRA,"HD-Engine Comp",—,"Staging Heavy Duty - 9919",1.00,$19.20,$33.10,$19.20,$33.10,$13.90,42.0%
562.A4002SS,"Stainless Steel Push On 33MM","HD-Truck Accessories","Iview Commercial","Staging Lethbridge - 4310",20.00,$0.96,$2.09,$19.20,$41.80,$22.60,54.1%
562.A4033A,"Chrome Steel Push On 33MM","HD-Truck Accessories","Iview Commercial","Staging Lethbridge - 4310",40.00,$0.48,$1.04,$19.20,$41.60,$22.40,53.9%
572.2018,"SURGE TANK CAP 10LB ","HD-Cooling & HVAC","Iview Commercial","Staging Heavy Duty - 9919",4.00,$4.80,$10.43,$19.20,$41.72,$22.52,54.0%
868-2.5A,"5/32"" COMP X 1/8"" MNPT BRASS AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",8.00,$2.40,$5.11,$19.20,$40.88,$21.68,53.0%
HAB-6-18FS,"3/8"" X 18"" AIRBRAKE w/3/8"" FEMALE SAE FLARE SWIVEL","HD-Air Brakes & Air Suspension","Humoor Energy","Staging Heavy Duty - 9919",2.00,$9.60,$20.87,$19.20,$41.74,$22.54,54.0%
N227-050BR,"101M-D 1/2"" FORGED BRASS MALE NPT TEE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.80,$9.60,$19.20,$38.40,$19.20,50.0%
N244-050BR,"120-DD 1/2"" FEMALE NPT X 1/2"" MALE NPT BRASS ADAPTER","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
TP-801-1-916,"9/16"" X 3"" NF SHACKLE BOLT/PIN (RT3152)",HD-Fasteners,"Wuboro Farms","Staging Heavy Duty - 9919",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
572.2027,"COOLANT RESERVIOR CAP (N5349002, SC2027)","HD-Cooling & HVAC",—,"Staging Lethbridge - 4310",1.00,$19.18,$36.19,$19.18,$36.19,$17.01,47.0%
MFL43,"Wear Pad Freightliner","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",1.00,$19.12,$36.08,$19.12,$36.08,$16.96,47.0%
673412,"SPICER SELF LOCKINGI DRIVE SHAFT BOLTS",HD-Fasteners,—,"Staging Heavy Duty - 9919",12.00,$1.59,$3.38,$19.08,$40.56,$21.48,53.0%
182.HM518445,"WHEEL BEARING CONE (USE WITH 182.HM518410)","HD-Wheel Comp","Iview Commercial","Staging Lethbridge - 4310",1.00,$19.05,$35.94,$19.05,$35.94,$16.89,47.0%
571.LG19A-KB1,"Marker Light Kit","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",5.00,$3.81,$7.62,$19.05,$38.10,$19.05,50.0%
1474-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.76,$9.52,$19.04,$38.08,$19.04,50.0%
3--1474-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.76,$9.52,$19.04,$38.08,$19.04,50.0%
572.2048,"WASHER RESERVIOR CAP (2258581000)","HD-Body Exterior","Iview Commercial","Staging Heavy Duty - 9919",4.00,$4.76,$10.35,$19.04,$41.40,$22.36,54.0%
8T7834,"THREADED U-BOLT ROD","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",1.00,$19.04,$35.92,$19.04,$35.92,$16.88,47.0%
1469-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",6.00,$3.17,$6.34,$19.02,$38.04,$19.02,50.0%
CS8SF-056-200,"9/16""X2"" NF BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",19.00,$1.00,$2.22,$19.00,$42.18,$23.18,55.0%
N6801-16-20,"#16 MALE JIC X #20 MALE ORB 90","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",2.00,$9.50,$18.63,$19.00,$37.26,$18.26,49.0%
POI5353C,"ATF DEX III/MERCON, 1L",HD-Fluids,"Baplains Solutions","Staging Heavy Duty - 9919",4.00,$4.75,$8.64,$19.00,$34.56,$15.56,45.0%
31-05-0153-1US,"U-JOINT, GREASEABLE (1310 WITH ZERK [1.063 X 3.219])","HD-Drive Train",—,"Staging Heavy Duty - 9919",1.00,$18.98,$35.81,$18.98,$35.81,$16.83,47.0%
462.ESCF6S,"ROD END FEMALE RH THREADED 3/8""-24""","HD-Steering & Suspension","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.49,$20.63,$18.98,$41.26,$22.28,54.0%
462.ESCF6S,"ROD END FEMALE RH THREADED 3/8""-24""","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",2.00,$9.49,$20.63,$18.98,$41.26,$22.28,54.0%
5005893-G3,"MODEL 9 PURGE VALVE MAINTENANCE KIT","HD-Air Brakes & Air Suspension","Toshore Electrical","Staging Heavy Duty - 9919",1.00,$18.96,$35.77,$18.96,$35.77,$16.81,47.0%
1600SC,"TYPE 16 SERVICE CHAMBER","HD-Air Brakes & Air Suspension",—,"Staging Lethbridge - 4310",1.00,$18.95,$35.75,$18.95,$35.75,$16.80,47.0%
2000SC,"TYPE 20 SERVICE CHAMBER","HD-Air Brakes & Air Suspension",—,"Staging Lethbridge - 4310",1.00,$18.95,$35.75,$18.95,$35.75,$16.80,47.0%
571.LD261R13,"MARKER LIGHT, LED 2X4 OVEL, RED","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",2.00,$9.47,$18.57,$18.94,$37.14,$18.20,49.0%
G4603,"Hi Count® Square-Corner 13-Diode LED Clearance Marker Light. Amber","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",2.00,$9.47,$18.57,$18.94,$37.14,$18.20,49.0%
ZHNM10BC-16,"16MM GR10 COURSE NUT",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",43.00,$0.44,$1.10,$18.92,$47.30,$28.38,60.0%
2--1493-8C,"1/2"" RUBBER DOT HOSE X 3/8"" MALE NPT","HD-Hose & Fittings","Enson Forestry","Staging Heavy Duty - 9919",3.00,$6.30,$12.35,$18.90,$37.05,$18.15,49.0%
4--1493-8C,"1/2"" RUBBER DOT HOSE X 3/8"" MALE NPT","HD-Hose & Fittings","Enson Forestry","Staging Heavy Duty - 9919",3.00,$6.30,$15.00,$18.90,$45.00,$26.10,58.0%
4--83-2416PK,"22-18 RING TERMINAL","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",15.00,$1.26,$3.15,$18.90,$47.25,$28.35,60.0%
N2500-12-12,"#12 MALE JIC X #12 MALE JIC 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",7.00,$2.70,$5.40,$18.90,$37.80,$18.90,50.0%
N2603-10-10,"#10 MALE JIC X #10 MALE JIC X #10 MALE JIC TEE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",6.00,$3.15,$6.30,$18.90,$37.80,$18.90,50.0%
GSK1290,"Navistar 8"" ID X 9.25"" OD DPF Gasket ",HD-Emissions,"Eagate Mechanical","Staging Heavy Duty - 9919",1.00,$18.89,$32.57,$18.89,$32.57,$13.68,42.0%
2--PC1468-3A,"3/16"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.72,$9.44,$18.88,$37.76,$18.88,50.0%
3--PC1468-3A,"3/16"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.72,$9.44,$18.88,$37.76,$18.88,50.0%
N6801-16-10,"#16 MALE JIC X #10 MALE ORB 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$9.44,$18.51,$18.88,$37.02,$18.14,49.0%
CS8SC-075-550,"3/4""X5-1/2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",5.00,$3.77,$7.54,$18.85,$37.70,$18.85,50.0%
N216-025BR,"115115-B 1/4"" BRASS EXTRUDED 90 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",13.00,$1.45,$3.09,$18.85,$40.17,$21.32,53.1%
209.2512,"TANG/SPINDLE WASHER","HD-Wheel Comp","Iview Commercial","Staging Heavy Duty - 9919",12.00,$1.57,$3.34,$18.84,$40.08,$21.24,53.0%
572.2002,"COOLANT SURGE TANK CAP 15LB PS ","HD-Cooling & HVAC",—,"Staging Lethbridge - 4310",2.00,$9.42,$20.48,$18.84,$40.96,$22.12,54.0%
573.KG7516SL,"SLIP HOOK W/LATCH G70 5/16"" (5001921, 10116312)","HD-Truck Accessories",—,"Staging Lethbridge - 4310",4.00,$4.71,$10.24,$18.84,$40.96,$22.12,54.0%
KL-GL1040,80W90,HD-Fluids,—,"Staging Heavy Duty - 9919",4.00,$4.71,$8.56,$18.84,$34.24,$15.40,45.0%
1293948,"GASKET COMPRESSOR","HD-Engine Comp",—,"Staging Heavy Duty - 9919",1.00,$18.82,$32.45,$18.82,$32.45,$13.63,42.0%
78221,"PRESTONE ORANGE COOLANT (FORD)",HD-Fluids,—,"Staging Lethbridge - 4310",1.00,$18.82,$28.95,$18.82,$28.95,$10.13,35.0%
20047,"75W90 SYNTHETIC GEAR OIL 1L",HD-Fluids,"Baplains Solutions","Staging Heavy Duty - 9919",1.00,$18.81,$28.94,$18.81,$28.94,$10.13,35.0%
562.A4001C,"CHROME STEEL PUSH ON 1-1/2"" (110, 10004)","HD-Truck Accessories","Iview Commercial","Staging Heavy Duty - 9919",57.00,$0.33,$0.72,$18.81,$41.04,$22.23,54.2%
84-6107-PK,"1/2 RED SHRINK TUBE","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",9.00,$2.09,$4.45,$18.81,$40.05,$21.24,53.0%
177.6007,"SINGLE COUPLER & PLUG HOLDER ","HD-Trailer Comp","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.40,$20.43,$18.80,$40.86,$22.06,54.0%
110.2218,"CAMSHAFT BUSHING KIT ","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Lethbridge - 4310",8.00,$2.34,$5.09,$18.72,$40.72,$22.00,54.0%
N63530-06-08,"#06 BW CRIMP COUPLING X #08 MALE JIC RIGID STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.68,$9.36,$18.72,$37.44,$18.72,50.0%
N6504-10-10,"#10 MALE JIC X #10 FEMALE JIC SWIVEL STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",6.00,$3.12,$6.24,$18.72,$37.44,$18.72,50.0%
FF5382,"Fuel Filter, Mack",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,$18.71,$33.41,$18.71,$33.41,$14.70,44.0%
209.1215,"SPINDLE NUT (E-3506, R003506)","HD-Steering & Suspension","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.35,$20.33,$18.70,$40.66,$21.96,54.0%
N68SL-356,"'	
3.50-3.82"" (89-97mm) SPRING LOADED T-BOLT CLAMP","HD-Cooling & HVAC","Humoor Energy","Staging Heavy Duty - 9919",5.00,$3.74,$8.13,$18.70,$40.65,$21.95,54.0%
3--N150-90-063BR,"5/8"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",3.00,$6.23,$12.22,$18.69,$36.66,$17.97,49.0%
110.2004,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Heavy Duty - 9919",2.00,$9.34,$20.30,$18.68,$40.60,$21.92,54.0%
3595990,"HUB CAP PLUG","HD-Wheel Comp",—,"Staging Heavy Duty - 9919",4.00,$4.67,$9.34,$18.68,$37.36,$18.68,50.0%
N9005-10-12,"#10 MALE JIC X #12 MALE BSPP S","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$4.67,$9.34,$18.68,$37.36,$18.68,50.0%
HAB-8-36C,"1/2"" X 36"" AIRBRAKE w/3/8"" MALE NPT SOLID X SWIVEL","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",2.00,$9.33,$18.29,$18.66,$36.58,$17.92,49.0%
562.U3735A,"3.5"" ALUMINIZED BAND CLAMP",HD-Exhaust,—,"Staging Lethbridge - 4310",4.00,$4.66,$10.13,$18.64,$40.52,$21.88,54.0%
2--577.3042-24,"STARTER SOLENOID 4 TERMINAL 85A 24V (24008)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
2--577.3043-12,"STARTER SOLENOID 3 TERMINAL 85A 12V (24106, 5231201, 52312)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
2--577.3043-24,"STARTER SOLENOID 3 TERMINAL 85A 24V (24104)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
3--577.3042-24,"STARTER SOLENOID 4 TERMINAL 85A 24V (24008)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
3--577.3043-12,"STARTER SOLENOID 3 TERMINAL 85A 12V (24106, 5231201, 52312)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
577.3042-24,"STARTER SOLENOID 4 TERMINAL 85A 24V (24008)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
577.3043-12,"STARTER SOLENOID 3 TERMINAL 85A 12V (24106, 5231201, 52312)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
N265-050BR,"109-D 1/2"" BRASS [SQUARE] HEAD PLUG","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",12.00,$1.55,$3.30,$18.60,$39.60,$21.00,53.0%
N5406-12-08,"3/4"" MALE NPT X 1/2"" FEMALE NPT BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",12.00,$1.55,$3.30,$18.60,$39.60,$21.00,53.0%
N5502-12-12,"3/4"" MALE NPT X 3/4"" FEMALE NPT 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",5.00,$3.72,$7.44,$18.60,$37.20,$18.60,50.0%
PC1468-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",5.00,$3.72,$7.44,$18.60,$37.20,$18.60,50.0%
N150T-025BR,"123-4 1/4"" BRASS HOSE BARB TEE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",11.00,$1.69,$3.60,$18.59,$39.60,$21.01,53.1%
B40070,"FILTER OIL",HD-Filters,—,"Staging Lethbridge - 4310",1.00,$18.57,$33.16,$18.57,$33.16,$14.59,44.0%
170.12108,"Park Brake Light Switch","HD-Trailer Brake Comp","Iview Commercial","Staging Lethbridge - 4310",2.00,$9.28,$20.17,$18.56,$40.34,$21.78,54.0%
WF2071,"COOLANT FILTER",HD-Filters,—,"Staging Lethbridge - 4310",2.00,$9.28,$18.56,$18.56,$37.12,$18.56,50.0%
2--N400-050-075,"125-8E 1/2"" BRASS BARB X 3/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",7.00,$2.65,$5.30,$18.55,$37.10,$18.55,50.0%
300A,BREAKER,"HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",1.00,$18.55,$35.00,$18.55,$35.00,$16.45,47.0%
DDE-23538775,"DELTA P CONNECTOR/PIGTAIL","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",1.00,$18.55,$35.00,$18.55,$35.00,$16.45,47.0%
FS19727,"Fuel Water Separator, Cat/Cummins, Davco Fuel Pro 382/243, 10 Micron",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,$18.55,$33.12,$18.55,$33.12,$14.57,44.0%
ZCSM10BF-14-80,"14X80MM 10.9 BLK FINE BOLT",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",6.00,$3.09,$6.18,$18.54,$37.08,$18.54,50.0%
