internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,sense_verdict,sense_reason,contradiction_group,contradiction_counterparts,contradiction_resolution,genuine_refs_ok,layman_runnable,layman_note,status_ledger,status_note,type,api_related
SBR-PERS-03,C30273,https://shopview.testrail.io/index.php?/cases/view/30273,SBR,SBR — Persistence,A stale saved value falls back to its default and never errors,KEEP,Stale saved value falls back without erroring or sending an invalid request.,,,SENSIBLE,The note says to record what could not be provoked.,,,,Y,OK,Needs an admin to remove a location assignment.,VIU-Observed-PASS,,Functional,False
SBR-PERS-04,C30274,https://shopview.testrail.io/index.php?/cases/view/30274,SBR,SBR — Persistence,First visit or cleared storage yields all defaults; no server-side profile,KEEP,All eight first-visit defaults plus the explicit no-server-side-profile assertion.,,,SENSIBLE,One step after clearing storage.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-PERS-05,C30275,https://shopview.testrail.io/index.php?/cases/view/30275,SBR,SBR — Persistence,The A to Z default is its own saved value,WEAK-KEEP,That the A-to-Z default is itself a saved value; a narrow edge largely covered by SBR-PERS-04 and SBR-SORT-02.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-ROW-01,C30217,https://shopview.testrail.io/index.php?/cases/view/30217,SBR,SBR — Rep Rows & Tree,A rep row appears only when the rep has a matching non-reversed invoice,KEEP,"The contributor gate - a rep row exists only for a matching non-reversed invoice, with no placeholder rows.",,,SENSIBLE,Three deliberately-shaped reps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-ROW-02,C30218,https://shopview.testrail.io/index.php?/cases/view/30218,SBR,SBR — Rep Rows & Tree,"Row layout: 12 columns in order, blanks in position, bold summary rows",KEEP,"Column order, blanks held in position (a drifted row is a defect), and row typing by font weight rather than colour.",,,SENSIBLE,"Scope-conditioned for Location and version-pinned - Rule 42 satisfied. The build renders 13 columns because Location is in scope, which the case already allows for.",,,,Y,OK,,DEVIATION,,Functional,False
SBR-ROW-03,C30219,https://shopview.testrail.io/index.php?/cases/view/30219,SBR,SBR — Rep Rows & Tree,A toggled-off or deleted contributor still appears; tagged (Inactive),KEEP,A toggled-off or deleted contributor keeps its credit and its historical name - revenue must never silently disappear.,,,SENSIBLE,The note tells the tester to attempt seeding first and what to do if the deleted-record leg is impossible.,,,,Y,OK,,NOT-BUILT,,Functional,False
SBR-SORT-01,C30241,https://shopview.testrail.io/index.php?/cases/view/30241,SBR,SBR — Sorting,All eight financial columns are sortable,KEEP,"The sortability matrix - and it proved the SBC four-column sort gap does NOT reproduce here, which is exactly why per-report sort cases earn their keep.",,,SENSIBLE,Two steps enumerating every header.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-SORT-02,C30242,https://shopview.testrail.io/index.php?/cases/view/30242,SBR,SBR — Sorting,"Default order is plain A to Z by display name, case-insensitive",KEEP,"Default A-to-Z ordering plus the explicit no-active/inactive-tiers negative, which is the current build-delta target.",,,SENSIBLE,One step.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-SORT-03,C30243,https://shopview.testrail.io/index.php?/cases/view/30243,SBR,SBR — Sorting,First header click sorts ascending; second descending; no third state,KEEP,"Toggle semantics, no third state, and the deliberate absence of a header path back to A-to-Z.",,,SENSIBLE,Four steps; expected 4 pre-empts a tester hunting for a reset.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-SORT-04,C30244,https://shopview.testrail.io/index.php?/cases/view/30244,SBR,SBR — Sorting,Sorting reorders rep rows only; Unassigned stays pinned on top,KEEP,Sort scope (summary rows only) plus the Unassigned row staying pinned.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-SORT-05,C30245,https://shopview.testrail.io/index.php?/cases/view/30245,SBR,SBR — Sorting,Ties keep the A to Z order and an em-dash Margin % sorts as zero,KEEP,Tie-break order and the em-dash-sorts-as-zero rule - a distinct spec semantic.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-STAT-01,C30208,https://shopview.testrail.io/index.php?/cases/view/30208,SBR,SBR — Invoice Status Filter,Invoice Status offers exactly four options; All Statuses is the default,KEEP,Closed four-option status list and its default.,,,SENSIBLE,Version-pinned to SBR v15 S4-R2 - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-STAT-02,C30209,https://shopview.testrail.io/index.php?/cases/view/30209,SBR,SBR — Invoice Status Filter,Status filtering matches on the mapped display value,KEEP,"The five-to-three payment mapping through the DISPLAY value, including the deposit-covered prepaid trap engineering itself flagged as bug-prone.",,,SENSIBLE,The precondition prescribes the realistic deposit seeding rather than a synthetic state.,,,,Y,OK,Needs the ability to take payments.,VIU-Observed-PASS,,Functional,False
SBR-STAT-04,C30211,https://shopview.testrail.io/index.php?/cases/view/30211,SBR,SBR — Invoice Status Filter,Filters compose: a rep appears only with an invoice matching ALL active filters,KEEP,"Filter composition - an invoice failing any single filter contributes nothing anywhere, checked at every level including the grand totals.",,,SENSIBLE,Three steps over four deliberately-shaped invoices.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-STAT-05,C30212,https://shopview.testrail.io/index.php?/cases/view/30212,SBR,SBR — Invoice Status Filter,"Money columns always show invoiced amounts, never the outstanding balance",KEEP,"Money columns always show invoiced amounts, never the outstanding balance - prevents a whole class of false money bug reports.",,,SENSIBLE,"One step, one read.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-STATE-01,C30298,https://shopview.testrail.io/index.php?/cases/view/30298,SBR,"SBR — Loading, Empty & Error States","Empty state: verbatim message, no grand Totals, toolbar stays interactive",KEEP,"Empty state with its verbatim message, no grand totals, the contributor-driven single message, and an interactive toolbar.",,,SENSIBLE,"Five assertions, four steps; step 3 hedged ""if checkable"".",,,,Y,OK,,DEVIATION,,Functional,False
SBR-STATE-03,C30300,https://shopview.testrail.io/index.php?/cases/view/30300,SBR,"SBR — Loading, Empty & Error States",Loading shows a centered spinner over the data area and hides the Totals,WEAK-KEEP,"Loading indicator behaviour; largely cosmetic, though the no-flash-of-blank-table half is a real contract.",,,SENSIBLE,Three steps.,,,,Y,TOOL,Needs throttling to observe reliably; the case says so.,VIU-Observed-PASS,,Functional,False
SBR-STATE-04,C30301,https://shopview.testrail.io/index.php?/cases/view/30301,SBR,"SBR — Loading, Empty & Error States",A load failure shows the inline could-not-load message with a Retry,KEEP,Inline could-not-load message with a Retry that re-runs the CURRENT request and does not clear the filters.,,,SENSIBLE,"Three steps; the note distinguishes an inline message from a toast, which is the assertion.",,,,Y,TOOL,Needs to cut the network.,DEVIATION,,Negative,False
SBR-TOT-01,C30237,https://shopview.testrail.io/index.php?/cases/view/30237,SBR,SBR — Subtotal & Totals,"Subtotal: rightmost, pinned right, bold everywhere; header row sticky on scroll",WEAK-KEEP,"Subtotal pinned, bold and two-axis sticky; presentation, though losing the headline column on scroll would matter.",,,SENSIBLE,Four steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-TOT-02,C30238,https://shopview.testrail.io/index.php?/cases/view/30238,SBR,SBR — Subtotal & Totals,Desktop Totals row merges the identifier columns and sticks to the bottom,KEEP,"The desktop Totals row: merged identifier cell, coverage of the full filtered set regardless of expansion, and the rounding rule.",,,SENSIBLE,Four steps including a cross-check against all matching invoices.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-TOT-03,C30239,https://shopview.testrail.io/index.php?/cases/view/30239,SBR,SBR — Subtotal & Totals,Mobile shows a simplified totals bar below the table; Subtotal at right,KEEP,The mobile totals bar must sit OUTSIDE the horizontal scroll container - it found a real gap where the totals scroll out of view sideways.,,,SENSIBLE,"Closed ""(no other metrics)"" phrase is the spec's own and version-pinned - Rule 42 satisfied.",,,,Y,OK,,DEVIATION,,Functional,False
SBR-TREE-05,C30221,https://shopview.testrail.io/index.php?/cases/view/30221,SBR,SBR — Rep Rows & Tree,Expanding a rep loads its invoices on demand with a row-level spinner,KEEP,On-demand expansion with a row-level indicator plus the detail-row anatomy.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-TREE-06,C30222,https://shopview.testrail.io/index.php?/cases/view/30222,SBR,SBR — Rep Rows & Tree,The header chevron expands every visible rep and its glyph tracks state,WEAK-KEEP,"Header chevron expand-all and its glyph; a near-duplicate of SBC-TREE-08 (C30128) across reports, minus the tooltip strings.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-TREE-07,C30223,https://shopview.testrail.io/index.php?/cases/view/30223,SBR,SBR — Rep Rows & Tree,Each invoice appears under exactly one rep or the Unassigned row,KEEP,Each invoice under exactly one rep and the counts reconciling - the guard against the known double-credit schema delta.,,,SENSIBLE,Two steps; the note names the schema delta to expect.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-TREE-08,C30224,https://shopview.testrail.io/index.php?/cases/view/30224,SBR,SBR — Rep Rows & Tree,"Expansion survives filter and sort changes within the session, resets on reload",KEEP,"Expansion survives filter and sort changes in-session but resets on reload, and a returning rep renders collapsed - deliberately different from SBC.",,,SENSIBLE,Three steps; the note names the cross-report difference.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-TREE-09,C30225,https://shopview.testrail.io/index.php?/cases/view/30225,SBR,SBR — Rep Rows & Tree,Detail rows run newest first with a numeric invoice-number tie-break,KEEP,Detail-row ordering with a NUMERIC tie-break and the P-before-S rule - a classic alphabetical-vs-numeric bug site.,,,SENSIBLE,The S999-before-S1000 example makes the rule unmistakable.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-TYPE-02,C30206,https://shopview.testrail.io/index.php?/cases/view/30206,SBR,SBR — Product Type Filter,"Product Type: three options, Parts & Service default, each option filters right",KEEP,"Closed three-option Product Type list, its default, and prefix filtering both ways.",,,SENSIBLE,Version-pinned to SBR v15 S3-R2 - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-UNAS-01,C30261,https://shopview.testrail.io/index.php?/cases/view/30261,SBR,SBR — Show Unassigned,"Show Unassigned sits between the column selector and the date picker, off",KEEP,"Toggle position, off-by-default, and the off-state negative that unassigned invoices contribute to nothing.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-UNAS-02,C30262,https://shopview.testrail.io/index.php?/cases/view/30262,SBR,SBR — Show Unassigned,Show Unassigned adds one top-pinned Unassigned row that acts like a rep row,KEEP,"The Unassigned row behaves exactly like a rep row, stays pinned, and recomputes the grand totals - four distinct assertions.",,,SENSIBLE,Four steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-UNAS-04,C30264,https://shopview.testrail.io/index.php?/cases/view/30264,SBR,SBR — Show Unassigned,No empty Unassigned row is ever rendered,KEEP,"An empty Unassigned row is never rendered, in both toggle directions.",,,SENSIBLE,Two scenarios.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBR-VIS-01,C30305,https://shopview.testrail.io/index.php?/cases/view/30305,SBR,SBR — Visual Conformance & Accessibility,Layout: white toolbar; blue-grey page; separator; edge-to-edge white table,WEAK-KEEP,Layout conformance; cosmetic and design-token owned.,,,FIX-WORDING,"Expected 1 asserts 32px / 24px / 2rem paddings and pixel alignment - the same un-repaired class as SBC-VIS-01 (C30185), while PV-VIS-02 (C30386) was repaired to a by-eye check. Apply the PV-VIS-02 repair here too.",,,,Y,TOOL,Requires dev tools for the padding and alignment measurements.,VIU-Observed-PASS,,Functional,False
SBR-VIS-02,C30306,https://shopview.testrail.io/index.php?/cases/view/30306,SBR,SBR — Visual Conformance & Accessibility,"Dark mode: page, toolbar, table; Totals switch to dark equivalents",KEEP,Dark-mode conformance across every surface plus the PDF-always-light rule; it found the real black-on-near-black Totals defect.,,,SENSIBLE,Four steps.,,,,Y,OK,,DEVIATION,,Functional,False
SBR-VIS-03,C30307,https://shopview.testrail.io/index.php?/cases/view/30307,SBR,SBR — Visual Conformance & Accessibility,Every icon-only control carries its specified accessible name,KEEP,Five verbatim accessible names on icon-only controls - an accessibility contract with concrete strings.,,,SENSIBLE,Two steps.,,,,Y,TOOL,"Needs a screen reader or accessibility inspector. LEDGER FLAG: the VIU recorded PASS while its own observation lists different names (""Export report"" vs the specified ""Report actions""; ""Column Selection"" vs ""Show or hide columns""; ""Expand all representatives"" vs ""Expand all reps"") - at least three of five differ, so this is a DEVIATION, not a pass.",VIU-Observed-PASS,,Accessibility,False
SBR-VIS-04,C30308,https://shopview.testrail.io/index.php?/cases/view/30308,SBR,SBR — Visual Conformance & Accessibility,Chevrons and sortable headers are keyboard-operable and expose their state,KEEP,Keyboard operability and state exposure for chevrons and sortable headers - it found a real accessibility gap (no aria-expanded; headers not focusable).,,,SENSIBLE,Three steps.,,,,Y,TOOL,Needs a screen reader or accessibility inspector.,DEVIATION,,Accessibility,False
SBR-VIS-05,C30309,https://shopview.testrail.io/index.php?/cases/view/30309,SBR,SBR — Visual Conformance & Accessibility,The subdued grey of the (N) count and (Inactive) tag meets WCAG AA contrast,WEAK-KEEP,Subdued-grey legibility; cosmetic.,,,SENSIBLE,"The 2026-08-03 repair replaced ""measure the contrast ratio"" with a by-eye check and named the owner of the figure - the right pattern.",,,,Y,OK,,VIU-Observed-PASS,,Accessibility,False
