"Date Range: Aug 1, 2026 - Aug 31, 2026"
"As of: 2026-08-06"
"Locations: Staging Heavy Duty - 9919"
"Part #",Description,Category,Vendor,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
721005,"ELECTRIC HIGH TONE HORN 125 DEC.","HD-Truck Accessories","Weriver Electrical",1.00,$19.95,$37.64,$19.95,$37.64,$17.69,47.0%
3--1472-8D,"1/2"" BRASS TUBE X 1/2"" MALE NPT BRANCH TEE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,$4.98,$9.96,$19.92,$39.84,$19.92,50.0%
N63511-04-02,"#04 CRIMP COUPLING X #02 M NPT","HD-Hose & Fittings","Humoor Energy",6.00,$3.32,$6.64,$19.92,$39.84,$19.92,50.0%
G6151,"4"" LED Dome/License Plate Light","HD-Lighting & Electrical","Aiboro Rentals",2.00,$9.95,$19.51,$19.90,$39.02,$19.12,49.0%
1492-8C,"1/2"" X 3/8"" BRASS MALE NPT FOR RUBBER DOT HOSE","HD-Hose & Fittings","Humoor Energy",4.00,$4.97,$9.94,$19.88,$39.76,$19.88,50.0%
B68,"68 LIGHT BULB","HD-Lighting & Electrical",—,14.00,$1.42,$3.02,$19.88,$42.28,$22.40,53.0%
N6600-10-10,"#10 MALE JIC X #10 MALE JIC X #10 FEMALE JIC SWIVEL TEE","HD-Hose & Fittings","Humoor Energy",5.00,$3.97,$7.94,$19.85,$39.70,$19.85,50.0%
E580,"WASHER, S-CAM (1-17/32"" I.D., 2-1/4"" O.D., 1/16"" THICK)","HD-Heavy Duty Brake Comp","Zoburg Maintenance",31.00,$0.64,$1.39,$19.84,$43.09,$23.25,54.0%
2--N221-038BR,"124-C 3/8"" BRASS EXTRUDED 45 STREET ELBOW","HD-Hose & Fittings","Humoor Energy",9.00,$2.20,$4.68,$19.80,$42.12,$22.32,53.0%
2--PC1469S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",4.00,$4.95,$9.90,$19.80,$39.60,$19.80,50.0%
562.A4002C,"CHROME STEEL PUSH ON 33MM (17800)","HD-Truck Accessories","Iview Commercial",60.00,$0.33,$0.72,$19.80,$43.20,$23.40,54.2%
562.A4006CP,"CHROME PLASTIC PUISH ON On 33MM","HD-Truck Accessories","Iview Commercial",36.00,$0.55,$1.20,$19.80,$43.20,$23.40,54.2%
750.2507411,"STUB SHAFT LOCK NUT","HD-Drive Train","Iview Commercial",2.00,$9.90,$21.52,$19.80,$43.04,$23.24,54.0%
800350-175,"PRESSURE RELIEF VALVE 175 PSI","HD-Air Brakes & Air Suspension",—,2.00,$9.90,$21.52,$19.80,$43.04,$23.24,54.0%
HIB-9809945,KNOB-BLACK,"HD-Equipment & Hydraulics","Iuboro Transport",4.00,$4.95,$9.90,$19.80,$39.60,$19.80,50.0%
N62ET-24,"1.18-1.93"" (30-49mm) <301 STAINLESS> LINER GEAR CLAMP","HD-Hose & Fittings","Humoor Energy",20.00,$0.99,$2.20,$19.80,$44.00,$24.20,55.0%
N6801-06-08,"#06 MALE JIC X #08 MALE ORB 90","HD-Hose & Fittings","Humoor Energy",10.00,$1.98,$4.21,$19.80,$42.10,$22.30,53.0%
PC1468-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",9.00,$2.20,$4.68,$19.80,$42.12,$22.32,53.0%
N6802-16-16,"#16 MALE JIC X #16 MALE ORB 45","HD-Hose & Fittings","Humoor Energy",3.00,$6.59,$12.92,$19.77,$38.76,$18.99,49.0%
TBC-350,"T-BOLT CLAMP -3.25"" X 3.56""","HD-Hose & Fittings","Uivale Consulting",3.00,$6.58,$12.90,$19.74,$38.70,$18.96,49.0%
CS8SC-056-450,"9/16""X4-1/2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",9.00,$2.19,$4.66,$19.71,$41.94,$22.23,53.0%
VLED-WL-20,"4"" 27w Square LED Work Light Flood","HD-Lighting & Electrical",—,1.00,$19.70,$37.17,$19.70,$37.17,$17.47,47.0%
6654,"1/0 GA CRIMP SPLICER","HD-Lighting & Electrical","Aiboro Rentals",6.00,$3.28,$6.56,$19.68,$39.36,$19.68,50.0%
177.12C658,"PLC UNION ELBOW 1/2","HD-Hose & Fittings",—,2.00,$9.83,$19.27,$19.66,$38.54,$18.88,49.0%
N2603-16-16,"#16 MALE JIC X #16 MALE JIC X #16 MALE JIC TEE","HD-Hose & Fittings","Humoor Energy",3.00,$6.55,$12.84,$19.65,$38.52,$18.87,49.0%
N63531-04-04,"#04 BW CRIMP COUPLING X #04 FEMALE JIC SWIVEL STRAIGHT","HD-Hose & Fittings","Humoor Energy",5.00,$3.93,$7.86,$19.65,$39.30,$19.65,50.0%
2--862-2.5,"5/32"" AIR SHIFT TRANSMISSION UNION COUPLING","HD-Hose & Fittings","Humoor Energy",10.00,$1.96,$4.17,$19.60,$41.70,$22.10,53.0%
PC1469S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",5.00,$3.92,$7.84,$19.60,$39.20,$19.60,50.0%
PET-48,"SS HOSE CLAMP (2-9/16"" - 3-9/16""), 1/2"" WIDE","HD-Hose & Fittings","Aiboro Rentals",7.00,$2.80,$5.60,$19.60,$39.20,$19.60,50.0%
8101-PK,"1 GAUGE WIRE","HD-Lighting & Electrical",—,3.00,$6.53,$12.80,$19.59,$38.40,$18.81,49.0%
83-2511,"Heat Shrinkable Ring Terminal, 12-10 Gauge, 1/4"" Stud","HD-Lighting & Electrical","Aiboro Rentals",19.00,$1.03,$2.19,$19.57,$41.61,$22.04,53.0%
1469-10C,"5/8"" BRASS TUBE X 3/8"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,$4.89,$9.78,$19.56,$39.12,$19.56,50.0%
209.2330,"SPINDLE NUT (E-2128, R002128, 1227S877, A1227S877)","HD-Steering & Suspension","Iview Commercial",2.00,$9.77,$21.24,$19.54,$42.48,$22.94,54.0%
8LWS-056,"9/16"" LOCK WASHER",HD-Fasteners,"Aiboro Rentals",217.00,$0.09,$0.26,$19.53,$56.42,$36.89,65.4%
2--178.55502,"RELAY IHC (3505300C1, 4C4O14B192DA)","HD-Lighting & Electrical","Iview Commercial",2.00,$9.75,$19.12,$19.50,$38.24,$18.74,49.0%
2--869-2A,"1/8"" COMP X 1/8"" MALE NPT 90 AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy",10.00,$1.95,$4.15,$19.50,$41.50,$22.00,53.0%
3--178.55502,"RELAY IHC (3505300C1, 4C4O14B192DA)","HD-Lighting & Electrical","Iview Commercial",2.00,$9.75,$19.12,$19.50,$38.24,$18.74,49.0%
4884111,"5 MINUTE EPOXY",HD-Fluids,"Cuview Management",2.00,$9.75,$15.98,$19.50,$31.96,$12.46,39.0%
8105-PK,"6GA BLACK BATTERY CABLE (9681100)","HD-Lighting & Electrical","Cuview Management",10.00,$1.95,$4.15,$19.50,$41.50,$22.00,53.0%
PIC911-11,"MINI BLADE RELAY","HD-Lighting & Electrical","Baplains Solutions",4.00,$4.87,$9.74,$19.48,$38.96,$19.48,50.0%
175-012,"3/4"" HEAVY DUTY WASHER",HD-Fasteners,"Wuboro Farms",33.00,$0.59,$1.48,$19.47,$48.84,$29.37,60.1%
3102802,"Compressor Outlet O-Ring","HD-Engine Comp","Keman Electrical",2.00,$9.72,$18.00,$19.44,$36.00,$16.56,46.0%
2--869-2.5A,"5/32"" COMP X 1/8"" MNPT 90 AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy",10.00,$1.94,$4.13,$19.40,$41.30,$21.90,53.0%
4--PC1464R-64," 3/8"" X 1/4"" BRASS DOT UNION REDUCING TEE","HD-Hose & Fittings",—,2.00,$9.69,$19.00,$19.38,$38.00,$18.62,49.0%
571.PT114,"Turtleback® II Double-Seal Light Pigtail, Bullet Conn.","HD-Lighting & Electrical","Iview Commercial",17.00,$1.14,$2.43,$19.38,$41.31,$21.93,53.1%
84-2518,"12-10GA. SPADE TERM","HD-Lighting & Electrical","Aiboro Rentals",17.00,$1.14,$2.43,$19.38,$41.31,$21.93,53.1%
SH550067157,"15W40, Shell Rotella T5, /L",HD-Fluids,"Xistone Consulting",2.00,$9.69,$15.88,$19.38,$31.76,$12.38,39.0%
D40-APUBR-8,"U-Bolt Kit","HD-Trailer Comp","Wuboro Farms",1.00,$19.37,$36.55,$19.37,$36.55,$17.18,47.0%
179.1034,"SOCKET DUAL POLE HORIZONTAL ","HD-Trailer Comp","Iview Commercial",2.00,$9.68,$21.04,$19.36,$42.08,$22.72,54.0%
2--1468-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",8.00,$2.42,$5.15,$19.36,$41.20,$21.84,53.0%
3--1481-4,"0.170"" ID NYLON DOT TUBE BRASS INSERT","HD-Hose & Fittings","Humoor Energy",5.00,$3.87,$7.74,$19.35,$38.70,$19.35,50.0%
N6502-04-04,"#04 MALE JIC X #04 FEMALE JIC SWIVEL 45","HD-Hose & Fittings","Humoor Energy",15.00,$1.29,$2.74,$19.35,$41.10,$21.75,52.9%
4--105178,"4/0 COPPER LUG, 3/8"" HOLE ","HD-Lighting & Electrical","Aiboro Rentals",6.00,$3.22,$6.44,$19.32,$38.64,$19.32,50.0%
N60012-016,"0.614"" ID X 0.07"" 90D BUNA REP","HD-Hose & Fittings","Humoor Energy",161.00,$0.12,$0.34,$19.32,$54.74,$35.42,64.7%
2--1481-6,"0.250"" ID NYLON DOT TUBE BRASS INSERT","HD-Hose & Fittings","Humoor Energy",10.00,$1.93,$4.11,$19.30,$41.10,$21.80,53.0%
4--1481-6,"0.250"" ID NYLON DOT TUBE BRASS INSERT","HD-Hose & Fittings","Humoor Energy",10.00,$1.93,$4.83,$19.30,$48.30,$29.00,60.0%
4--84-4624PK,"16-14GA x 20-18GA STEP DOWN BUTT CONNECTOR","HD-Lighting & Electrical",—,10.00,$1.93,$4.11,$19.30,$41.10,$21.80,53.0%
4--PC1466-8C," 1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" FEMALE NPT","HD-Hose & Fittings",—,2.00,$9.65,$18.92,$19.30,$37.84,$18.54,49.0%
HAB-6-20FS,"3/8"" X 20"" AIRBRAKE w/3/8"" FEMALE SAE FLARE SWIVEL","HD-Air Brakes & Air Suspension","Humoor Energy",2.00,$9.65,$20.98,$19.30,$41.96,$22.66,54.0%
FF254,"Fuel Filter, Mack/Volvo",HD-Filters,"Enson Forestry",1.00,$19.29,$34.45,$19.29,$34.45,$15.16,44.0%
610301,"MIRROR WC STAINLESS PLAIN","HD-Truck Accessories",—,1.00,$19.26,$36.34,$19.26,$36.34,$17.08,47.0%
N65031-04-04,"#04 R5  FIELD ATTACHABLE X #04 FEMALE JIC SWIVEL","HD-Hose & Fittings","Humoor Energy",4.00,$4.81,$9.62,$19.24,$38.48,$19.24,50.0%
1469-6B,"3/8"" BRASS TUBE X 1/4"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",8.00,$2.40,$5.11,$19.20,$40.88,$21.68,53.0%
2--1469-4B,"1/4"" BRASS TUBE X 1/4"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
2--N244-050-038BR,"120-DC 1/2"" FEMALE NPT X 3/8"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
2348937,SEAL-INTEGRA,"HD-Engine Comp",—,1.00,$19.20,$33.10,$19.20,$33.10,$13.90,42.0%
572.2018,"SURGE TANK CAP 10LB ","HD-Cooling & HVAC","Iview Commercial",4.00,$4.80,$10.43,$19.20,$41.72,$22.52,54.0%
868-2.5A,"5/32"" COMP X 1/8"" MNPT BRASS AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy",8.00,$2.40,$5.11,$19.20,$40.88,$21.68,53.0%
HAB-6-18FS,"3/8"" X 18"" AIRBRAKE w/3/8"" FEMALE SAE FLARE SWIVEL","HD-Air Brakes & Air Suspension","Humoor Energy",2.00,$9.60,$20.87,$19.20,$41.74,$22.54,54.0%
N227-050BR,"101M-D 1/2"" FORGED BRASS MALE NPT TEE","HD-Hose & Fittings","Humoor Energy",4.00,$4.80,$9.60,$19.20,$38.40,$19.20,50.0%
TP-801-1-916,"9/16"" X 3"" NF SHACKLE BOLT/PIN (RT3152)",HD-Fasteners,"Wuboro Farms",10.00,$1.92,$4.09,$19.20,$40.90,$21.70,53.1%
673412,"SPICER SELF LOCKINGI DRIVE SHAFT BOLTS",HD-Fasteners,—,12.00,$1.59,$3.38,$19.08,$40.56,$21.48,53.0%
1474-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,$4.76,$9.52,$19.04,$38.08,$19.04,50.0%
3--1474-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,$4.76,$9.52,$19.04,$38.08,$19.04,50.0%
572.2048,"WASHER RESERVIOR CAP (2258581000)","HD-Body Exterior","Iview Commercial",4.00,$4.76,$10.35,$19.04,$41.40,$22.36,54.0%
8T7834,"THREADED U-BOLT ROD","HD-Steering & Suspension","Wuboro Farms",1.00,$19.04,$35.92,$19.04,$35.92,$16.88,47.0%
1469-6D,"3/8"" BRASS TUBE X 1/2"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",6.00,$3.17,$6.34,$19.02,$38.04,$19.02,50.0%
CS8SF-056-200,"9/16""X2"" NF BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",19.00,$1.00,$2.22,$19.00,$42.18,$23.18,55.0%
POI5353C,"ATF DEX III/MERCON, 1L",HD-Fluids,"Baplains Solutions",4.00,$4.75,$8.64,$19.00,$34.56,$15.56,45.0%
31-05-0153-1US,"U-JOINT, GREASEABLE (1310 WITH ZERK [1.063 X 3.219])","HD-Drive Train",—,1.00,$18.98,$35.81,$18.98,$35.81,$16.83,47.0%
462.ESCF6S,"ROD END FEMALE RH THREADED 3/8""-24""","HD-Steering & Suspension","Iview Commercial",2.00,$9.49,$20.63,$18.98,$41.26,$22.28,54.0%
5005893-G3,"MODEL 9 PURGE VALVE MAINTENANCE KIT","HD-Air Brakes & Air Suspension","Toshore Electrical",1.00,$18.96,$35.77,$18.96,$35.77,$16.81,47.0%
G4603,"Hi Count® Square-Corner 13-Diode LED Clearance Marker Light. Amber","HD-Lighting & Electrical",—,2.00,$9.47,$18.57,$18.94,$37.14,$18.20,49.0%
ZHNM10BC-16,"16MM GR10 COURSE NUT",HD-Fasteners,"Aiboro Rentals",43.00,$0.44,$1.10,$18.92,$47.30,$28.38,60.0%
2--1493-8C,"1/2"" RUBBER DOT HOSE X 3/8"" MALE NPT","HD-Hose & Fittings","Enson Forestry",3.00,$6.30,$12.35,$18.90,$37.05,$18.15,49.0%
4--1493-8C,"1/2"" RUBBER DOT HOSE X 3/8"" MALE NPT","HD-Hose & Fittings","Enson Forestry",3.00,$6.30,$15.00,$18.90,$45.00,$26.10,58.0%
4--83-2416PK,"22-18 RING TERMINAL","HD-Lighting & Electrical","Aiboro Rentals",15.00,$1.26,$3.15,$18.90,$47.25,$28.35,60.0%
N2500-12-12,"#12 MALE JIC X #12 MALE JIC 90","HD-Hose & Fittings","Humoor Energy",7.00,$2.70,$5.40,$18.90,$37.80,$18.90,50.0%
N2603-10-10,"#10 MALE JIC X #10 MALE JIC X #10 MALE JIC TEE","HD-Hose & Fittings","Humoor Energy",6.00,$3.15,$6.30,$18.90,$37.80,$18.90,50.0%
GSK1290,"Navistar 8"" ID X 9.25"" OD DPF Gasket ",HD-Emissions,"Eagate Mechanical",1.00,$18.89,$32.57,$18.89,$32.57,$13.68,42.0%
2--PC1468-3A,"3/16"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",4.00,$4.72,$9.44,$18.88,$37.76,$18.88,50.0%
3--PC1468-3A,"3/16"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",4.00,$4.72,$9.44,$18.88,$37.76,$18.88,50.0%
N6801-16-10,"#16 MALE JIC X #10 MALE ORB 90","HD-Hose & Fittings","Humoor Energy",2.00,$9.44,$18.51,$18.88,$37.02,$18.14,49.0%
CS8SC-075-550,"3/4""X5-1/2"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",5.00,$3.77,$7.54,$18.85,$37.70,$18.85,50.0%
209.2512,"TANG/SPINDLE WASHER","HD-Wheel Comp","Iview Commercial",12.00,$1.57,$3.34,$18.84,$40.08,$21.24,53.0%
KL-GL1040,80W90,HD-Fluids,—,4.00,$4.71,$8.56,$18.84,$34.24,$15.40,45.0%
1293948,"GASKET COMPRESSOR","HD-Engine Comp",—,1.00,$18.82,$32.45,$18.82,$32.45,$13.63,42.0%
20047,"75W90 SYNTHETIC GEAR OIL 1L",HD-Fluids,"Baplains Solutions",1.00,$18.81,$28.94,$18.81,$28.94,$10.13,35.0%
562.A4001C,"CHROME STEEL PUSH ON 1-1/2"" (110, 10004)","HD-Truck Accessories","Iview Commercial",57.00,$0.33,$0.72,$18.81,$41.04,$22.23,54.2%
84-6107-PK,"1/2 RED SHRINK TUBE","HD-Lighting & Electrical",—,9.00,$2.09,$4.45,$18.81,$40.05,$21.24,53.0%
177.6007,"SINGLE COUPLER & PLUG HOLDER ","HD-Trailer Comp","Iview Commercial",2.00,$9.40,$20.43,$18.80,$40.86,$22.06,54.0%
N63530-06-08,"#06 BW CRIMP COUPLING X #08 MALE JIC RIGID STRAIGHT","HD-Hose & Fittings","Humoor Energy",4.00,$4.68,$9.36,$18.72,$37.44,$18.72,50.0%
N6504-10-10,"#10 MALE JIC X #10 FEMALE JIC SWIVEL STRAIGHT","HD-Hose & Fittings","Humoor Energy",6.00,$3.12,$6.24,$18.72,$37.44,$18.72,50.0%
FF5382,"Fuel Filter, Mack",HD-Filters,"Enson Forestry",1.00,$18.71,$33.41,$18.71,$33.41,$14.70,44.0%
209.1215,"SPINDLE NUT (E-3506, R003506)","HD-Steering & Suspension","Iview Commercial",2.00,$9.35,$20.33,$18.70,$40.66,$21.96,54.0%
N68SL-356,"'	
3.50-3.82"" (89-97mm) SPRING LOADED T-BOLT CLAMP","HD-Cooling & HVAC","Humoor Energy",5.00,$3.74,$8.13,$18.70,$40.65,$21.95,54.0%
3--N150-90-063BR,"5/8"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy",3.00,$6.23,$12.22,$18.69,$36.66,$17.97,49.0%
110.2004,"CAMSHAFT REPAIR KIT ","HD-Heavy Duty Brake Comp","Iview Commercial",2.00,$9.34,$20.30,$18.68,$40.60,$21.92,54.0%
3595990,"HUB CAP PLUG","HD-Wheel Comp",—,4.00,$4.67,$9.34,$18.68,$37.36,$18.68,50.0%
N9005-10-12,"#10 MALE JIC X #12 MALE BSPP S","HD-Hose & Fittings","Humoor Energy",4.00,$4.67,$9.34,$18.68,$37.36,$18.68,50.0%
2--577.3042-24,"STARTER SOLENOID 4 TERMINAL 85A 24V (24008)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
2--577.3043-12,"STARTER SOLENOID 3 TERMINAL 85A 12V (24106, 5231201, 52312)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
2--577.3043-24,"STARTER SOLENOID 3 TERMINAL 85A 24V (24104)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
3--577.3042-24,"STARTER SOLENOID 4 TERMINAL 85A 24V (24008)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
3--577.3043-12,"STARTER SOLENOID 3 TERMINAL 85A 12V (24106, 5231201, 52312)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
577.3042-24,"STARTER SOLENOID 4 TERMINAL 85A 24V (24008)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
577.3043-12,"STARTER SOLENOID 3 TERMINAL 85A 12V (24106, 5231201, 52312)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.60,$35.09,$18.60,$35.09,$16.49,47.0%
N5406-12-08,"3/4"" MALE NPT X 1/2"" FEMALE NPT BUSHING","HD-Hose & Fittings","Humoor Energy",12.00,$1.55,$3.30,$18.60,$39.60,$21.00,53.0%
N5502-12-12,"3/4"" MALE NPT X 3/4"" FEMALE NPT 90","HD-Hose & Fittings","Humoor Energy",5.00,$3.72,$7.44,$18.60,$37.20,$18.60,50.0%
PC1468-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",5.00,$3.72,$7.44,$18.60,$37.20,$18.60,50.0%
N150T-025BR,"123-4 1/4"" BRASS HOSE BARB TEE","HD-Hose & Fittings","Humoor Energy",11.00,$1.69,$3.60,$18.59,$39.60,$21.01,53.1%
2--N400-050-075,"125-8E 1/2"" BRASS BARB X 3/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",7.00,$2.65,$5.30,$18.55,$37.10,$18.55,50.0%
300A,BREAKER,"HD-Lighting & Electrical",—,1.00,$18.55,$35.00,$18.55,$35.00,$16.45,47.0%
DDE-23538775,"DELTA P CONNECTOR/PIGTAIL","HD-Lighting & Electrical",—,1.00,$18.55,$35.00,$18.55,$35.00,$16.45,47.0%
FS19727,"Fuel Water Separator, Cat/Cummins, Davco Fuel Pro 382/243, 10 Micron",HD-Filters,"Enson Forestry",1.00,$18.55,$33.12,$18.55,$33.12,$14.57,44.0%
ZCSM10BF-14-80,"14X80MM 10.9 BLK FINE BOLT",HD-Fasteners,"Aiboro Rentals",6.00,$3.09,$6.18,$18.54,$37.08,$18.54,50.0%
23-13126-210,"CIRCUIT BREAKER, 10A","HD-Lighting & Electrical","Enson Forestry",2.00,$9.26,$18.16,$18.52,$36.32,$17.80,49.0%
10722,"10 Series Light Mount Bracket, 2.5"" Diameter Round Light, Aluminum, 4 Screw Mount","HD-Lighting & Electrical","Zoburg Maintenance",3.00,$6.17,$12.10,$18.51,$36.30,$17.79,49.0%
2--1471-4A,"1/4"" BRASS TUBE X 1/8"" MALE NP","HD-Hose & Fittings","Humoor Energy",10.00,$1.85,$3.94,$18.50,$39.40,$20.90,53.1%
N6802-06-04,"#06 MALE JIC X #04 MALE ORB 45","HD-Hose & Fittings","Humoor Energy",10.00,$1.85,$3.94,$18.50,$39.40,$20.90,53.1%
2--PC1474S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",4.00,$4.62,$9.24,$18.48,$36.96,$18.48,50.0%
3--PC1474S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",4.00,$4.62,$9.24,$18.48,$36.96,$18.48,50.0%
ABP-N83-MT2170,"SEALING WASHER KIT, 5/8 X 3/4","HD-Cooling & HVAC","Enson Forestry",2.00,$9.23,$20.07,$18.46,$40.14,$21.68,54.0%
4--1493-8D,"1/2"" RUBBER DOT HOSE X 1/2"" MALE NPT","HD-Hose & Fittings","Humoor Energy",3.00,$6.15,$14.64,$18.45,$43.92,$25.47,58.0%
N6600-16-16,"#16 MALE JIC X #16 MALE JIC X #16 FEMALE JIC SWIVEL TEE","HD-Hose & Fittings","Humoor Energy",2.00,$9.22,$18.08,$18.44,$36.16,$17.72,49.0%
11-30728-000,"AXLE O RING SEAL","HD-Wheel Comp","Enson Forestry",1.00,$18.40,$34.72,$18.40,$34.72,$16.32,47.0%
2--1474-6C,"3/8"" BRASS TUBE X 3/8"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$1.84,$3.91,$18.40,$39.10,$20.70,52.9%
84-2430,"Heat Shrinkable Quick Disconnect, 16-14 Gauge, Male","HD-Lighting & Electrical","Aiboro Rentals",23.00,$0.80,$2.00,$18.40,$46.00,$27.60,60.0%
N60012-912,"#12 ORB REPLACEMENT O-RING","HD-Hose & Fittings","Humoor Energy",92.00,$0.20,$0.57,$18.40,$52.44,$34.04,64.9%
N75-5155,"2.01-2.17"" T-Bolt Clamp, STAINLESS STEEL BAND w/PLATED BOLT MIKALOR CLAMP","HD-Hose & Fittings","Humoor Energy",5.00,$3.68,$7.36,$18.40,$36.80,$18.40,50.0%
4--PC1474S-6D," 3/8"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 45° ELBOW","HD-Hose & Fittings",—,2.00,$9.18,$18.00,$18.36,$36.00,$17.64,49.0%
5141-C,"3/8"" SPLIT LOOM (769864)","HD-Lighting & Electrical","Yahall Energy",51.00,$0.36,$1.03,$18.36,$52.53,$34.17,65.1%
JBWELD,"JB Weld, Cold Weld, 2oz",HD-Fluids,"Cuview Management",2.00,$9.17,$15.03,$18.34,$30.06,$11.72,39.0%
4--1468-8E,"1/2"" BRASS TUBE X 3/4"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$9.15,$17.94,$18.30,$35.88,$17.58,49.0%
577.3003,"SWITCH TOGGLE MOM ON OFF (191031, 34570, 55020)","HD-Lighting & Electrical","Iview Commercial",5.00,$3.66,$7.32,$18.30,$36.60,$18.30,50.0%
N5502-06-06,"3/8"" MALE NPT X 3/8"" FEMALE NPT 90","HD-Hose & Fittings","Humoor Energy",10.00,$1.83,$3.89,$18.30,$38.90,$20.60,53.0%
177.12C63444,"PLC Y UNION 1/4 X 1/4 1/4","HD-Hose & Fittings",—,2.00,$9.14,$17.92,$18.28,$35.84,$17.56,49.0%
N6500-08-08,"#08 MALE JIC X #08 FEMALE JIC SWIVEL 90","HD-Hose & Fittings","Humoor Energy",9.00,$2.03,$4.32,$18.27,$38.88,$20.61,53.0%
571.RF3SMA,"3"" ROUND REFLECTOR W/ CENTER-HOLE, AMBER (57A, 476ARE13AB, 30723, 80821)","HD-Lighting & Electrical","Iview Commercial",11.00,$1.66,$3.53,$18.26,$38.83,$20.57,53.0%
571.RF3SMR,"Reflector, 3"" Round, Red, Screw Mount","HD-Lighting & Electrical","Iview Commercial",11.00,$1.66,$3.53,$18.26,$38.83,$20.57,53.0%
577.46502,"WINDOW SWITCH FREIGHTLINER (A06-22523-008, A06-30769-008)","HD-Lighting & Electrical","Iview Commercial",1.00,$18.26,$34.45,$18.26,$34.45,$16.19,47.0%
3--76-2405PK,"16-14GA Non-Insulated Butt Splice Connector","HD-Lighting & Electrical","Aiboro Rentals",76.00,$0.24,$0.69,$18.24,$52.44,$34.20,65.2%
2--1474-4B,"1/4"" BRASS TUBE X 1/4"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$1.82,$3.87,$18.20,$38.70,$20.50,53.0%
