id,cid,testrail_link,rep,area,title,verdict,field,detail,field_title,field_title_vs_expected,field_references,field_section,field_notes,curated
SBR-STATE-01,C30298,https://shopview.testrail.io/index.php?/cases/view/30298,SBR,STATE,"Empty state: verbatim message, no grand Totals, toolbar stays interactive",NOT REACHED,-,Error and loading states need the request to be made to fail deliberately.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-STATE-03,C30300,https://shopview.testrail.io/index.php?/cases/view/30300,SBR,STATE,Loading shows a centered spinner over the data area and hides the Totals,NOT REACHED,-,Error and loading states need the request to be made to fail deliberately.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-STATE-04,C30301,https://shopview.testrail.io/index.php?/cases/view/30301,SBR,STATE,A load failure shows the inline could-not-load message with a Retry,NOT REACHED,-,Error and loading states need the request to be made to fail deliberately.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-MOB-01,C30302,https://shopview.testrail.io/index.php?/cases/view/30302,SBR,MOB,On a phone every toolbar control works on touch,NOT REACHED,-,Needs a narrow-viewport pass.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-MOB-02,C30303,https://shopview.testrail.io/index.php?/cases/view/30303,SBR,MOB,On a phone the table scrolls sideways with Subtotal pinned outside it,NOT REACHED,-,Needs a narrow-viewport pass.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-MOB-03,C30304,https://shopview.testrail.io/index.php?/cases/view/30304,SBR,MOB,Touch targets are at least 44×44 px and touch users get no hover-only tooltips,NOT REACHED,-,Needs a narrow-viewport pass.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-VIS-01,C30305,https://shopview.testrail.io/index.php?/cases/view/30305,SBR,VIS,Layout: white toolbar; blue-grey page; separator; edge-to-edge white table,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-VIS-02,C30306,https://shopview.testrail.io/index.php?/cases/view/30306,SBR,VIS,"Dark mode: page, toolbar, table; Totals switch to dark equivalents",PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-VIS-03,C30307,https://shopview.testrail.io/index.php?/cases/view/30307,SBR,VIS,Every icon-only control carries its specified accessible name,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-VIS-04,C30308,https://shopview.testrail.io/index.php?/cases/view/30308,SBR,VIS,Chevrons and sortable headers are keyboard-operable and expose their state,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-VIS-05,C30309,https://shopview.testrail.io/index.php?/cases/view/30309,SBR,VIS,The subdued grey of the (N) count and (Inactive) tag meets WCAG AA contrast,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-WO-01,C30310,https://shopview.testrail.io/index.php?/cases/view/30310,SBR,WO,"Sales Representative selector shows on WO and Part Sale, not on imported",NOT REACHED,-,"Needs the customer/work-order screens driven, not just the report.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-WO-02,C30311,https://shopview.testrail.io/index.php?/cases/view/30311,SBR,WO,Selector offers only reps whose sales-representative toggle is on,NOT REACHED,-,"Needs the customer/work-order screens driven, not just the report.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-WO-03,C30312,https://shopview.testrail.io/index.php?/cases/view/30312,SBR,WO,A new WO opens with Sales Representative unassigned; a change saves at once,NOT REACHED,-,"Needs the customer/work-order screens driven, not just the report.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-WO-04,C30313,https://shopview.testrail.io/index.php?/cases/view/30313,SBR,WO,The Sales Representative selector is read-only when Invoiced or Paid,NOT REACHED,-,"Needs the customer/work-order screens driven, not just the report.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-WO-05,C30314,https://shopview.testrail.io/index.php?/cases/view/30314,SBR,WO,"Invoice credit snapshot: WO rep, else customer rep, else unassigned",NOT REACHED,-,"Needs the customer/work-order screens driven, not just the report.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-WO-06,C30315,https://shopview.testrail.io/index.php?/cases/view/30315,SBR,WO,"Customer record shows a ""Sales Representative"" row; ""Unassigned"" when none",NOT REACHED,-,"Needs the customer/work-order screens driven, not just the report.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-09,C30260,https://shopview.testrail.io/index.php?/cases/view/30260,SBR,DEACT,"If the assignment pre-check fails, the warning dialog still opens",NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-API-01,C30316,https://shopview.testrail.io/index.php?/cases/view/30316,SBR,API,A rep's invoice detail rows are fetched from the server only on the first expand,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-API-02,C30317,https://shopview.testrail.io/index.php?/cases/view/30317,SBR,API,Sorting is performed server-side and returns the first page,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-API-03,C30318,https://shopview.testrail.io/index.php?/cases/view/30318,SBR,API,Grand totals are server-computed over the full filtered set,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-API-04,C30319,https://shopview.testrail.io/index.php?/cases/view/30319,SBR,API,All four exports are generated server-side against the active filters and sort,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-API-05,C30320,https://shopview.testrail.io/index.php?/cases/view/30320,SBR,API,"The Expanded View PDF's 10,000-row cap is enforced server-side BEFORE generation",PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-API-06,C30321,https://shopview.testrail.io/index.php?/cases/view/30321,SBR,API,Deactivating a rep first runs a server pre-check returning the count,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-01,C30392,https://shopview.testrail.io/index.php?/cases/view/30392,TU,NAV,"Technician Utilization sits under Performance, below existing report links",CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-02,C30393,https://shopview.testrail.io/index.php?/cases/view/30393,TU,NAV,One row per technician who clocked time in the range at those locations,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-03,C30394,https://shopview.testrail.io/index.php?/cases/view/30394,TU,NAV,First visit defaults to the This Month preset and the user's active location,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-04,C30395,https://shopview.testrail.io/index.php?/cases/view/30395,TU,NAV,Changing the date range reloads the rows; a Custom range is capped at 366 days,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-05,C30396,https://shopview.testrail.io/index.php?/cases/view/30396,TU,NAV,The loading indicator shows on load and reload; rows swap only on data,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-06,C30397,https://shopview.testrail.io/index.php?/cases/view/30397,TU,NAV,All clock records are day-grouped and windowed in one report-level time zone,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-07,C30398,https://shopview.testrail.io/index.php?/cases/view/30398,TU,NAV,Without reports access Technician Utilization is hidden,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-NAV-08,C30399,https://shopview.testrail.io/index.php?/cases/view/30399,TU,NAV,Standard no-data message when no time in scope or all technicians cleared,CORRECT AS IS,-,Route and navigation placement observed live; see the nav map. Any group-name claim is corrected in the label diff.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-HRS-02,C30401,https://shopview.testrail.io/index.php?/cases/view/30401,TU,HRS,"Headers in fixed order; Total, WO and Internal Hours show clocked hours (2 dp)",NOT REACHED,-,Needs clocked time records in range.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-HRS-03,C30402,https://shopview.testrail.io/index.php?/cases/view/30402,TU,HRS,Utilization % is WO hours over total hours from unrounded values,NOT REACHED,-,Needs clocked time records in range.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-HRS-04,C30403,https://shopview.testrail.io/index.php?/cases/view/30403,TU,HRS,A technician with only internal hours shows 0.0% utilization,NOT REACHED,-,Needs clocked time records in range.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-ELL-01,C30404,https://shopview.testrail.io/index.php?/cases/view/30404,TU,ELL,Est. Lost Labor values internal hours at each location's default rate,NOT REACHED,-,Text-truncation behaviour needs a narrow column and a long value.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-ELL-02,C30405,https://shopview.testrail.io/index.php?/cases/view/30405,TU,ELL,"Est. Lost Labor, when shown, is pinned right and bold with the info icon",NOT REACHED,-,Text-truncation behaviour needs a narrow column and a long value.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-ELL-03,C30406,https://shopview.testrail.io/index.php?/cases/view/30406,TU,ELL,"Zero internal hours - or a configured $0.00 rate - shows $0.00, never an em-dash",NOT REACHED,-,Text-truncation behaviour needs a narrow column and a long value.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
TU-ELL-04,C30407,https://shopview.testrail.io/index.php?/cases/view/30407,TU,ELL,Internal hours with no default labor rate anywhere show an em-dash,NOT REACHED,-,Text-truncation behaviour needs a narrow column and a long value.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
